Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Local call minutes,Local call charge,Local call count
341-7296,72,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,690.2,62.32000000000001,290
398-4431,24,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False,451.3,43.43000000000001,321
408-5601,112,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False,731.7,71.35,293
328-5188,117,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,True,700.2,77.82,288
329-4474,137,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False,628.0,59.82000000000001,351
357-4573,136,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,395.29999999999995,39.34,264
341-7112,95,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,False,647.5,59.260000000000005,310
400-3147,82,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,591.9,54.81,252
378-1936,145,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,True,773.2,76.99000000000001,322
347-1640,56,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False,630.0,59.19,291
374-9531,155,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,551.4000000000001,62.260000000000005,355
380-4374,133,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True,561.0999999999999,47.94,324
380-9409,53,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False,565.6,48.0,305
387-1116,123,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True,736.9000000000001,72.48,309
400-7509,136,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,662.4,60.21,292
403-6225,57,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,577.1,54.41,328
382-8274,62,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False,491.8,45.0,312
354-5764,112,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,490.5,43.0,281
387-6912,55,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False,623.9,62.02,314
384-3413,95,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,600.1,51.73,299
367-3950,125,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False,653.7,66.97,267
396-4254,1,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,True,469.30000000000007,49.28,287
333-3010,98,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,True,503.9,50.2,326
393-1891,105,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False,611.1,65.95,303
336-9053,113,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,602.2,57.42,277
353-3372,99,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True,704.5999999999999,72.34,224
386-8943,103,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,459.59999999999997,47.11,353
376-9716,177,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False,606.6,62.239999999999995,284
370-8676,149,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,574.5,55.41,336
360-2329,160,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True,725.0,72.82,371
360-1320,116,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,510.5,45.370000000000005,252
329-8638,90,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False,578.4,50.86,292
385-1118,148,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,543.5,61.150000000000006,249
408-8269,147,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True,550.5,55.07,323
391-2334,95,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,470.8,36.54,319
373-8900,201,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,633.0,64.08,261
382-3512,80,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False,518.5,47.540000000000006,298
420-4089,122,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False,601.0,54.08,307
406-8465,132,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False,568.4,55.92,312
386-6114,83,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False,671.6,64.93,271
413-9328,99,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True,553.0999999999999,50.18,305
335-7144,84,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True,702.9,70.89,299
414-5177,46,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False,484.2,43.75,227
350-5993,87,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False,651.2,57.44,375
370-1465,150,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,649.0,63.650000000000006,305
385-2370,73,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False,462.3,51.839999999999996,258
358-9146,7,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False,646.3,66.16,247
357-8515,89,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False,541.2,53.91,344
406-8995,131,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True,389.0,37.55,272
344-3145,105,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False,656.9000000000001,68.97999999999999,229
341-9890,108,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,462.5,43.650000000000006,269
365-4387,47,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False,514.3,50.26,312
375-3341,101,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,494.1,47.0,339
418-3096,182,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,462.5,42.56,329
378-3879,161,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False,561.1,56.63,231
344-1362,128,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,722.0,73.08,283
419-3937,69,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False,539.5,56.31,282
348-4961,113,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,347.5,26.62,263
329-1410,87,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False,633.4000000000001,69.99,332
332-9896,71,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False,689.7,67.53999999999999,296
407-8575,76,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False,669.4,64.62,264
387-2799,87,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False,640.0,61.8,278
373-9108,117,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False,495.8,44.69,287
345-3947,177,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True,716.0,74.49000000000001,228
356-7511,95,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False,523.3,46.44,279
343-4516,76,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,519.9,55.07,253
408-6305,66,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False,622.1,59.489999999999995,318
338-7305,110,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False,542.5,52.61,367
401-3077,204,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,551.4000000000001,56.650000000000006,317
401-6977,32,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,623.1,64.49,319
385-1464,133,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False,622.4,68.14,269
417-5034,185,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,False,455.5,38.989999999999995,290
420-7066,103,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,640.1,57.67,296
394-8256,91,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False,506.09999999999997,44.09,289
362-5044,131,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,False,631.6,60.36,308
350-2075,153,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False,521.0,50.04,378
343-5372,132,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False,612.2,52.489999999999995,290
377-9520,148,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,599.4,58.39,348
391-6773,141,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,False,688.4000000000001,70.7,274
403-4442,105,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False,524.1,48.76,347
379-5885,169,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True,712.5999999999999,71.74000000000001,304
399-1021,127,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False,555.0,56.370000000000005,247
342-4004,57,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,511.29999999999995,41.5,312
382-7659,123,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False,481.79999999999995,44.6,245
342-1004,103,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True,406.20000000000005,40.43,259
398-5851,101,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False,371.5,39.53,247
396-4869,123,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False,398.4,45.830000000000005,273
422-8333,78,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False,648.5999999999999,63.16,291
367-9127,101,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,False,709.1,70.88,279
420-3028,129,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False,643.6,57.0,322
357-6348,67,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False,575.0,54.39999999999999,343
386-1131,37,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,False,575.3,56.51,327
349-8391,64,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,533.5999999999999,48.290000000000006,243
421-1484,173,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False,378.0,34.74,320
414-2663,135,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False,605.3000000000001,55.24,265
327-6989,75,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False,524.2,61.53,292
405-5513,88,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True,497.9,41.99,257
345-9168,112,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False,588.9000000000001,61.74,313
417-5146,113,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False,649.5,58.8,343
339-2792,121,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False,488.8,41.41,257
345-8397,70,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,488.2,48.42,322
344-6404,90,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False,637.2,54.75,323
417-9455,39,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False,499.09999999999997,42.11,301
343-1009,142,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,542.7,59.03,348
365-3493,176,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,False,521.0,54.870000000000005,258
376-7043,105,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False,601.6,54.37,278
348-5728,57,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True,675.8,73.5,263
357-5784,110,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,False,386.9,30.1,247
417-9844,88,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,455.8,49.85,278
333-7225,95,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,False,528.8,53.849999999999994,309
382-4943,147,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False,543.3,49.1,299
345-4589,101,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True,566.1,52.8,334
404-6337,115,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False,608.3,57.64,301
412-1470,103,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,False,565.1,49.709999999999994,318
394-9220,82,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,False,647.1,61.77,349
364-5362,141,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False,570.3,58.129999999999995,330
372-9852,149,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False,561.0,55.07,309
394-9984,131,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,633.8,67.52000000000001,298
402-1668,119,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False,562.0,47.629999999999995,287
339-5659,112,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,False,576.4,58.38,288
341-7279,116,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False,490.9,43.53,311
371-3236,94,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False,753.7,68.01,282
343-5679,90,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False,691.3,66.34,320
347-4626,114,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,False,554.6,60.03,304
344-8498,63,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False,448.1,48.58,323
349-3005,130,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,719.0999999999999,75.82,348
371-3498,122,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False,631.6,63.58,271
367-4853,166,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,610.7,61.01,302
422-3454,62,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,False,491.5,41.56,315
403-8915,78,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,False,507.70000000000005,51.84,256
371-2418,148,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False,537.5,50.44,306
411-2977,154,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True,546.7,52.489999999999995,298
389-8163,110,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False,457.90000000000003,49.81,330
417-4456,75,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True,728.5,78.44,337
351-1894,84,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,False,607.0,57.59,299
386-6408,113,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False,394.4,34.98,318
370-9592,181,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False,612.2,54.349999999999994,237
397-9251,51,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,False,485.9,49.82,287
395-6913,102,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False,809.2,75.83,305
332-3804,107,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False,399.2,33.14,267
421-1326,88,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True,490.5,45.51,310
415-8200,82,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False,490.79999999999995,48.489999999999995,315
371-9414,204,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False,604.8,59.17,276
347-3895,130,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,528.2,56.92,281
342-5854,174,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False,694.5,66.39,382
379-7192,129,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False,599.4,56.879999999999995,336
394-5753,190,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,False,578.1,48.92,260
390-6932,54,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False,549.4000000000001,60.370000000000005,319
394-3171,78,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False,709.1,63.69,289
394-5202,100,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False,596.7,60.58,309
348-3777,70,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False,441.29999999999995,44.59,232
407-3949,111,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,525.0,41.34,307
363-4779,117,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,False,565.1,46.69,340
340-2239,68,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False,455.20000000000005,38.16,258
359-3423,27,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True,743.3,72.71000000000001,323
382-9297,91,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False,482.2,44.78,249
330-9294,181,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False,655.0,63.230000000000004,302
362-8763,118,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False,649.8,72.72,284
403-4816,112,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False,520.8,54.269999999999996,311
371-2155,93,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False,536.9,54.28,377
334-1339,102,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False,556.3,53.1,314
341-7412,93,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False,653.4,58.64,305
375-4770,107,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False,513.7,48.36,384
406-7643,100,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,548.1,49.55,330
415-8164,115,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False,736.1,66.69,332
354-3545,63,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,False,569.4,59.64,217
377-3139,57,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,710.1,69.06,303
418-7478,119,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False,508.8,46.33,329
385-6952,73,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False,720.8000000000001,60.07,285
381-8593,98,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,False,476.50000000000006,42.519999999999996,267
365-9371,139,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False,522.7,51.43,354
401-7335,31,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False,658.0,60.72,321
364-5126,129,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False,600.9,59.62,284
385-7157,115,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,True,482.6,46.83,259
385-4766,108,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,True,741.9,78.67,302
390-1760,139,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,543.9,47.17,323
365-8831,102,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,False,597.2,64.19,312
353-4002,149,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False,653.2,60.900000000000006,243
367-5923,113,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,545.0,52.91,322
393-9548,131,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False,624.5,58.0,309
362-2356,83,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False,513.6,44.26,343
365-2341,96,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False,662.5,71.02000000000001,317
388-8797,98,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False,450.79999999999995,47.06,337
400-4713,3,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False,559.2,56.42999999999999,338
420-3042,77,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False,625.6,61.81,283
396-4171,75,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False,678.4,66.0,333
389-8417,40,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,True,564.0999999999999,52.260000000000005,353
339-4068,108,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,714.1,70.97999999999999,333
341-4873,100,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,595.6999999999999,48.88,278
336-2322,16,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False,540.8,53.78,316
402-1607,115,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False,480.5,45.709999999999994,334
379-3037,108,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False,446.3,45.82,300
382-1399,107,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,False,589.8,56.5,232
394-5489,161,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True,794.2,85.24,339
387-6065,147,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False,602.5,55.5,278
327-6087,107,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False,375.70000000000005,39.84,302
341-8667,120,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,682.2,63.02,321
338-9612,107,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,442.2,39.120000000000005,295
364-1134,58,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False,505.4,45.94,309
413-4811,91,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False,458.7,46.04,288
354-4333,13,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False,604.4,54.68,350
382-2026,104,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,610.4,69.7,283
368-3287,93,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False,643.0,67.1,272
367-8298,95,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False,509.2,53.2,309
391-1783,104,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,False,512.8,44.2,381
393-8762,35,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True,512.0,46.64,315
385-1423,62,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,False,589.4000000000001,58.19,284
406-7670,143,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False,674.6999999999999,61.43,295
339-5423,62,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,596.6,62.43,323
366-8939,60,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,True,685.3,67.67,353
353-2391,41,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,False,614.3,62.11,326
372-4203,34,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,600.0,55.89,346
385-5688,56,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True,788.1999999999999,74.33,319
397-7453,183,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,740.8,66.94999999999999,285
